scientific_name,year_discovered,family_scientific_name
"Philodice Mulsant, Verreaux, J & Verreaux, , 1866",1866,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Acrocephalus Naumann, JA & Naumann, JF, 1811",1811,(SELECT scientific_name FROM families WHERE scientific_name = 'Acrocephalidae')
"Paludipasser Neave, 1909",1909,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Hylorchilus Nelson, 1897",1897,(SELECT scientific_name FROM families WHERE scientific_name = 'Troglodytidae')
"Goldmania Nelson, 1911",1911,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Lophopsittacus Newton, A, 1875",1875,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Hypositta Newton, A, 1881",1881,(SELECT scientific_name FROM families WHERE scientific_name = 'Vangidae')
"Ciridops Newton, A, 1892",1892,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Oreolais Nguembock, Fjelds, Couloux, Cruaud & Pasquet, 2008",2008,(SELECT scientific_name FROM families WHERE scientific_name = 'Cisticolidae')
"Hemiprocne Nitzsch, 1829",1829,(SELECT scientific_name FROM families WHERE scientific_name = 'Hemiprocnidae')
"Oreoscopus North, 1905",1905,(SELECT scientific_name FROM families WHERE scientific_name = 'Acanthizidae')
"Ashbyia North, 1911",1911,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Trichodere North, 1912",1912,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Bolemoreus Nyri & Joseph, 2011",2011,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Xenoglaux ONeill & Graves, GR, 1977",1977,(SELECT scientific_name FROM families WHERE scientific_name = 'Strigidae')
"Rhaphidura Oates, 1883",1883,(SELECT scientific_name FROM families WHERE scientific_name = 'Apodidae')
"Gypsophila Oates, 1883",1883,(SELECT scientific_name FROM families WHERE scientific_name = 'Pellorneidae')
"Alophoixus Oates, 1889",1889,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Lioparus Oates, 1889",1889,(SELECT scientific_name FROM families WHERE scientific_name = 'Paradoxornithidae')
"Elachura Oates, 1889",1889,(SELECT scientific_name FROM families WHERE scientific_name = 'Elachuridae')
"Agropsar Oates, 1889",1889,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Claravis Oberholser, 1899",1899,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Horizocerus Oberholser, 1899",1899,(SELECT scientific_name FROM families WHERE scientific_name = 'Bucerotidae')
"Aphrastura Oberholser, 1899",1899,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Sclateria Oberholser, 1899",1899,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Perissocephalus Oberholser, 1899",1899,(SELECT scientific_name FROM families WHERE scientific_name = 'Cotingidae')
"Aphelocephala Oberholser, 1899",1899,(SELECT scientific_name FROM families WHERE scientific_name = 'Acanthizidae')
"Stelgidillas Oberholser, 1899",1899,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Eurillas Oberholser, 1899",1899,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Cryptillas Oberholser, 1899",1899,(SELECT scientific_name FROM families WHERE scientific_name = 'Macrosphenidae')
"Nesillas Oberholser, 1899",1899,(SELECT scientific_name FROM families WHERE scientific_name = 'Acrocephalidae')
"Stizorhina Oberholser, 1899",1899,(SELECT scientific_name FROM families WHERE scientific_name = 'Turdidae')
"Stizoptera Oberholser, 1899",1899,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Cyanerpes Oberholser, 1899",1899,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Thryorchilus Oberholser, 1904",1904,(SELECT scientific_name FROM families WHERE scientific_name = 'Troglodytidae')
"Calyptocichla Oberholser, 1905",1905,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Atimastillas Oberholser, 1905",1905,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Thescelocichla Oberholser, 1905",1905,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Arizelocichla Oberholser, 1905",1905,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Acritillas Oberholser, 1905",1905,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Arizelopsar Oberholser, 1905",1905,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Ammospiza Oberholser, 1905",1905,(SELECT scientific_name FROM families WHERE scientific_name = 'Passerellidae')
"Charitospiza Oberholser, 1905",1905,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Streptoprocne Oberholser, 1906",1906,(SELECT scientific_name FROM families WHERE scientific_name = 'Apodidae')
"Aerodramus Oberholser, 1906",1906,(SELECT scientific_name FROM families WHERE scientific_name = 'Apodidae')
"Neochen Oberholser, 1918",1918,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Sterrhoptilus Oberholser, 1918",1918,(SELECT scientific_name FROM families WHERE scientific_name = 'Zosteropidae')
"Scelorchilus Oberholser, 1923",1923,(SELECT scientific_name FROM families WHERE scientific_name = 'Rhinocryptidae')
"Actophilornis Oberholser, 1925",1925,(SELECT scientific_name FROM families WHERE scientific_name = 'Jacanidae')
"Eulipoa Ogilvie-Grant, 1893",1893,(SELECT scientific_name FROM families WHERE scientific_name = 'Megapodiidae')
"Dactylortyx Ogilvie-Grant, 1893",1893,(SELECT scientific_name FROM families WHERE scientific_name = 'Odontophoridae')
"Rhynchortyx Ogilvie-Grant, 1893",1893,(SELECT scientific_name FROM families WHERE scientific_name = 'Odontophoridae')
"Zosterornis Ogilvie-Grant, 1894",1894,(SELECT scientific_name FROM families WHERE scientific_name = 'Zosteropidae')
"Pithecophaga Ogilvie-Grant, 1896",1896,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Nephelomyias Ohlson, Fjelds & Ericson, 2009",2009,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Cryptopipo Ohlson, Fjelds & Ericson, 2013",2013,(SELECT scientific_name FROM families WHERE scientific_name = 'Pipridae')
"Akialoa Olson & James, 1995",1995,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Margarobyas Olson & Surez, 2008",2008,(SELECT scientific_name FROM families WHERE scientific_name = 'Strigidae')
"Papasula Olson & Warheit, 1988",1988,(SELECT scientific_name FROM families WHERE scientific_name = 'Sulidae')
"Nannococcyx Olson, 1975",1975,(SELECT scientific_name FROM families WHERE scientific_name = 'Cuculidae')
"Aphrodroma Olson, 2000",2000,(SELECT scientific_name FROM families WHERE scientific_name = 'Procellariidae')
"Bermuteo Olson, 2008",2008,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Monias Oustalet & Grandidier, G, 1903",1903,(SELECT scientific_name FROM families WHERE scientific_name = 'Mesitornithidae')
"Loxioides Oustalet, 1877",1877,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Chenorhamphus Oustalet, 1878",1878,(SELECT scientific_name FROM families WHERE scientific_name = 'Maluridae')
"Aepypodius Oustalet, 1880",1880,(SELECT scientific_name FROM families WHERE scientific_name = 'Megapodiidae')
"Cleptornis Oustalet, 1889",1889,(SELECT scientific_name FROM families WHERE scientific_name = 'Zosteropidae')
"Tachyeres Owen, 1875",1875,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Acrobatornis Pacheco, Whitney & Gonzaga, 1996",1996,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Cepphus Pallas, 1769",1769,(SELECT scientific_name FROM families WHERE scientific_name = 'Alcidae')
"Dromas Paykull, 1805",1805,(SELECT scientific_name FROM families WHERE scientific_name = 'Dromadidae')
"Cnemathraupis Penard, TE, 1919",1919,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Bangsia Penard, TE, 1919",1919,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Otus Pennant, 1769",1769,(SELECT scientific_name FROM families WHERE scientific_name = 'Strigidae')
"Chlorodrepanis Perkins, 1899",1899,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Paroreomyza Perkins, 1901",1901,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Dysmorodrepanis Perkins, 1919",1919,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Mesembrinibis Peters, JL, 1930",1930,(SELECT scientific_name FROM families WHERE scientific_name = 'Threskiornithidae')
"Mentocrex Peters, JL, 1932",1932,(SELECT scientific_name FROM families WHERE scientific_name = 'Sarothruridae')
"Aenigmatolimnas Peters, JL, 1932",1932,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Pseudeos Peters, JL, 1935",1935,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Eunymphicus Peters, JL, 1937",1937,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Ptilorrhoa Peters, JL, 1940",1940,(SELECT scientific_name FROM families WHERE scientific_name = 'Cinclosomatidae')
"Spartonoica Peters, JL, 1950",1950,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Cichladusa Peters, W, 1863",1863,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Anumara Powell, Barker, Lanyon, S, Burns, KJ, Klicka & Lovette, 2014",2014,(SELECT scientific_name FROM families WHERE scientific_name = 'Icteridae')
"Snowornis Prum, 2001",2001,(SELECT scientific_name FROM families WHERE scientific_name = 'Cotingidae')
"Urocynchramus Przevalski, 1876",1876,(SELECT scientific_name FROM families WHERE scientific_name = 'Urocynchramidae')
"Aramides Pucheran, 1845",1845,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Porphyriops Pucheran, 1845",1845,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Atelornis Pucheran, 1846",1846,(SELECT scientific_name FROM families WHERE scientific_name = 'Brachypteraciidae')
"Edolisoma Pucheran, 1853",1853,(SELECT scientific_name FROM families WHERE scientific_name = 'Campephagidae')
"Bernieria Pucheran, 1855",1855,(SELECT scientific_name FROM families WHERE scientific_name = 'Bernieridae')
"Anarhynchus Quoy & Gaimard, 1832",1832,(SELECT scientific_name FROM families WHERE scientific_name = 'Charadriidae')
"Gypohierax Rppell, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Psilorhinus Rppell, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Corvidae')
"Dinopium Rafinesque, 1814",1814,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Helmitheros Rafinesque, 1819",1819,(SELECT scientific_name FROM families WHERE scientific_name = 'Parulidae')
"Chlidonias Rafinesque, 1822",1822,(SELECT scientific_name FROM families WHERE scientific_name = 'Laridae')
"Archboldia Rand, 1940",1940,(SELECT scientific_name FROM families WHERE scientific_name = 'Ptilonorhynchidae')
"Trachyphonus Ranzani, 1821",1821,(SELECT scientific_name FROM families WHERE scientific_name = 'Lybiidae')
"Lophotis Reichenbach, 1848",1848,(SELECT scientific_name FROM families WHERE scientific_name = 'Otididae')
"Lissotis Reichenbach, 1848",1848,(SELECT scientific_name FROM families WHERE scientific_name = 'Otididae')
"Eutoxeres Reichenbach, 1849",1849,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Avocettula Reichenbach, 1849",1849,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Sappho Reichenbach, 1849",1849,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Eriocnemis Reichenbach, 1849",1849,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Anthracoceros Reichenbach, 1849",1849,(SELECT scientific_name FROM families WHERE scientific_name = 'Bucerotidae')
"Anorrhinus Reichenbach, 1849",1849,(SELECT scientific_name FROM families WHERE scientific_name = 'Bucerotidae')
"Rhyticeros Reichenbach, 1849",1849,(SELECT scientific_name FROM families WHERE scientific_name = 'Bucerotidae')
"Penelopides Reichenbach, 1849",1849,(SELECT scientific_name FROM families WHERE scientific_name = 'Bucerotidae')
"Cyclopsitta Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Phlegopsis Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Anairetes Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Polystictus Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Myiophobus Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Myiotheretes Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Rhytipterna Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Antilophia Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Pipridae')
"Ilicura Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Pipridae')
"Lobotos Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Campephagidae')
"Platysmurus Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Corvidae')
"Euptilotus Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Ptyonoprogne Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Hirundinidae')
"Hypergerus Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Cisticolidae')
"Grammatoptila Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Leiothrichidae')
"Quelea Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Ploceidae')
"Foudia Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Ploceidae')
"Stagonopleura Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Padda Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Callacanthis Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Linurgus Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Melozone Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Passerellidae')
"Gymnomystax Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Icteridae')
"Pheucticus Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Cardinalidae')
"Caryothraustes Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Cardinalidae')
"Periporphyrus Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Cardinalidae')
"Volatinia Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Chlorornis Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Anisognathus Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Diuca Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Schistochlamys Reichenbach, 1850",1850,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Lacedo Reichenbach, 1851",1851,(SELECT scientific_name FROM families WHERE scientific_name = 'Alcedinidae')
"Ortygornis Reichenbach, 1852",1852,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Conopophila Reichenbach, 1852",1852,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Xanthotis Reichenbach, 1852",1852,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Foulehaio Reichenbach, 1852",1852,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Stomiopera Reichenbach, 1852",1852,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
