scientific_name,year_discovered,family_scientific_name
"Coccycua Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Cuculidae')
"Piaya Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Cuculidae')
"Surniculus Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Cuculidae')
"Terathopius Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Rostrhamus Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Buteogallus Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Ketupa Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Strigidae')
"Bucorvus Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Bucorvidae')
"Tockus Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Bucerotidae')
"Melidora Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Alcedinidae')
"Jacamaralcyon Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Galbulidae')
"Jacamerops Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Galbulidae')
"Nestor Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Strigopidae')
"Amazona Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Guaruba Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Mascarinus Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Lathamus Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Nasica Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Certhionyx Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Phylidonyris Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Moho Lesson, RP, 1830",1830,(SELECT scientific_name FROM families WHERE scientific_name = 'Mohoidae')
"Mitu Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Cracidae')
"Podica Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Heliornithidae')
"Podilymbus Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Podicipedidae')
"Esacus Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Burhinidae')
"Bartramia Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Scolopacidae')
"Leptoptilos Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Ciconiidae')
"Psittrichas Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Micropsitta Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Taraba Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Batara Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Thamnophilidae')
"Merulaxis Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Rhinocryptidae')
"Todirostrum Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Muscipipra Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Attila Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Stipiturus Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Maluridae')
"Tchagra Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Malaconotidae')
"Schetba Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Vangidae')
"Euryceros Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Vangidae')
"Bias Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Vangidae')
"Strepera Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Artamidae')
"Pitohui Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Oriolidae')
"Arses Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Monarchidae')
"Temnurus Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Corvidae')
"Corcorax Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Corcoracidae')
"Argya Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Leiothrichidae')
"Garrulax Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Leiothrichidae')
"Gracupica Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Fregilupus Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Embernagra Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Loxigilla Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Cypsnagra Lesson, RP, 1831",1831,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Lesbia Lesson, RP, 1833",1833,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Coeligena Lesson, RP, 1833",1833,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Vini Lesson, RP, 1833",1833,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Diphyllodes Lesson, RP, 1834",1834,(SELECT scientific_name FROM families WHERE scientific_name = 'Paradisaeidae')
"Seleucidis Lesson, RP, 1834",1834,(SELECT scientific_name FROM families WHERE scientific_name = 'Paradisaeidae')
"Paradigalla Lesson, RP, 1835",1835,(SELECT scientific_name FROM families WHERE scientific_name = 'Paradisaeidae')
"Lophostrix Lesson, RP, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Strigidae')
"Callocephalon Lesson, RP, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Cacatuidae')
"Mohoua Lesson, RP, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Mohouidae')
"Turnagra Lesson, RP, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Oriolidae')
"Sturnia Lesson, RP, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Gubernatrix Lesson, RP, 1837",1837,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Chlamydotis Lesson, RP, 1839",1839,(SELECT scientific_name FROM families WHERE scientific_name = 'Otididae')
"Eupodotis Lesson, RP, 1839",1839,(SELECT scientific_name FROM families WHERE scientific_name = 'Otididae')
"Sypheotides Lesson, RP, 1839",1839,(SELECT scientific_name FROM families WHERE scientific_name = 'Otididae')
"Caloramphus Lesson, RP, 1839",1839,(SELECT scientific_name FROM families WHERE scientific_name = 'Megalaimidae')
"Iodopleura Lesson, RP, 1839",1839,(SELECT scientific_name FROM families WHERE scientific_name = 'Tityridae')
"Pityriasis Lesson, RP, 1839",1839,(SELECT scientific_name FROM families WHERE scientific_name = 'Pityriasidae')
"Melanochlora Lesson, RP, 1839",1839,(SELECT scientific_name FROM families WHERE scientific_name = 'Paridae')
"Setornis Lesson, RP, 1839",1839,(SELECT scientific_name FROM families WHERE scientific_name = 'Pycnonotidae')
"Xiphocolaptes Lesson, RP, 1840",1840,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Cinnyricinclus Lesson, RP, 1840",1840,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Laniocera Lesson, RP, 1841",1841,(SELECT scientific_name FROM families WHERE scientific_name = 'Tityridae')
"Gymnogyps Lesson, RP, 1842",1842,(SELECT scientific_name FROM families WHERE scientific_name = 'Cathartidae')
"Sarcogyps Lesson, RP, 1842",1842,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Trigonoceps Lesson, RP, 1842",1842,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Eugralla Lesson, RP, 1842",1842,(SELECT scientific_name FROM families WHERE scientific_name = 'Rhinocryptidae')
"Cypsiurus Lesson, RP, 1843",1843,(SELECT scientific_name FROM families WHERE scientific_name = 'Apodidae')
"Ensifera Lesson, RP, 1843",1843,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Amazilia Lesson, RP, 1843",1843,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Chelictinia Lesson, RP, 1843",1843,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Chondrohierax Lesson, RP, 1843",1843,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Icthyophaga Lesson, RP, 1843",1843,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Busarellus Lesson, RP, 1843",1843,(SELECT scientific_name FROM families WHERE scientific_name = 'Accipitridae')
"Gallirex Lesson, RP, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Musophagidae')
"Certhiaxis Lesson, RP, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Cinnycerthia Lesson, RP, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Troglodytidae')
"Sericossypha Lesson, RP, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Iridosornis Lesson, RP, 1844",1844,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Creatophora Lesson, RP, 1847",1847,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Meliphaga Lewin, 1808",1808,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Hylomanes Lichtenstein, MHC, 1839",1839,(SELECT scientific_name FROM families WHERE scientific_name = 'Momotidae')
"Hemignathus Lichtenstein, MHC, 1839",1839,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Pseudocolopteryx Lillo, 1905",1905,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Alle Link, 1806",1806,(SELECT scientific_name FROM families WHERE scientific_name = 'Alcidae')
"Struthio Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Struthionidae')
"Anas Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Mergus Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Anatidae')
"Crax Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Cracidae')
"Meleagris Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Tetrao Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Phasianus Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Pavo Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Caprimulgus Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Caprimulgidae')
"Trochilus Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Otis Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Otididae')
"Crotophaga Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Cuculidae')
"Cuculus Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Cuculidae')
"Columba Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Columbidae')
"Rallus Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Fulica Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Psophia Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Psophiidae')
"Phoenicopterus Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Phoenicopteridae')
"Haematopus Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Haematopodidae')
"Recurvirostra Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Recurvirostridae')
"Charadrius Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Charadriidae')
"Scolopax Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Scolopacidae')
"Tringa Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Scolopacidae')
"Rynchops Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Laridae')
"Larus Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Laridae')
"Sterna Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Laridae')
"Alca Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Alcidae')
"Phaethon Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Phaethontidae')
"Diomedea Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Diomedeidae')
"Procellaria Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Procellariidae')
"Mycteria Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Ciconiidae')
"Platalea Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Threskiornithidae')
"Ardea Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Ardeidae')
"Pelecanus Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Pelecanidae')
"Vultur Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Cathartidae')
"Strix Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Strigidae')
"Upupa Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Upupidae')
"Buceros Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Bucerotidae')
"Coracias Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Coraciidae')
"Alcedo Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Alcedinidae')
"Merops Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Meropidae')
"Ramphastos Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Ramphastidae')
"Jynx Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Picus Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Falco Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Falconidae')
"Psittacus Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittacidae')
"Lanius Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Laniidae')
"Corvus Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Corvidae')
"Paradisaea Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Paradisaeidae')
"Parus Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Paridae')
"Alauda Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Alaudidae')
"Hirundo Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Hirundinidae')
"Sitta Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Sittidae')
"Certhia Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Certhiidae')
"Gracula Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Sturnus Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Sturnidae')
"Turdus Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Turdidae')
"Motacilla Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Motacillidae')
"Fringilla Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Loxia Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Emberiza Linnaeus, 1758",1758,(SELECT scientific_name FROM families WHERE scientific_name = 'Emberizidae')
"Numida Linnaeus, 1764",1764,(SELECT scientific_name FROM families WHERE scientific_name = 'Numididae')
"Pipra Linnaeus, 1764",1764,(SELECT scientific_name FROM families WHERE scientific_name = 'Pipridae')
"Oriolus Linnaeus, 1766",1766,(SELECT scientific_name FROM families WHERE scientific_name = 'Oriolidae')
"Guyramemua Lopes, Chaves, Mendes de Aquino, Silveira & Santos, FR, 2017",2017,(SELECT scientific_name FROM families WHERE scientific_name = 'Tyrannidae')
"Rowettia Lowe, 1923",1923,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Wetmorethraupis Lowery & ONeill, 1964",1964,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Conioptilon Lowery & ONeill, 1966",1966,(SELECT scientific_name FROM families WHERE scientific_name = 'Cotingidae')
"Nephelornis Lowery & Tallman, 1976",1976,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Incana Lynes, 1930",1930,(SELECT scientific_name FROM families WHERE scientific_name = 'Cisticolidae')
"Carpospiza Mller, JW, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Passeridae')
"Psilopogon Mller, S, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Megalaimidae')
"Geokichla Mller, S, 1836",1836,(SELECT scientific_name FROM families WHERE scientific_name = 'Turdidae')
"Cacomantis Mller, S, 1843",1843,(SELECT scientific_name FROM families WHERE scientific_name = 'Cuculidae')
"Hierococcyx Mller, S, 1845",1845,(SELECT scientific_name FROM families WHERE scientific_name = 'Cuculidae')
"Macrocephalon Mller, S, 1846",1846,(SELECT scientific_name FROM families WHERE scientific_name = 'Megapodiidae')
"Rhodostethia MacGillivray, W, 1842",1842,(SELECT scientific_name FROM families WHERE scientific_name = 'Laridae')
"Rheinardia Maingonnat, 1882",1882,(SELECT scientific_name FROM families WHERE scientific_name = 'Phasianidae')
"Chloropicus Malherbe, 1845",1845,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Leuconotopicus Malherbe, 1845",1845,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Dendropicos Malherbe, 1849",1849,(SELECT scientific_name FROM families WHERE scientific_name = 'Picidae')
"Kakamega Mann, CF, Burton, PJK & Lennerstedt, 1978",1978,(SELECT scientific_name FROM families WHERE scientific_name = 'Modulatricidae')
"Cantorchilus Mann, NI, Barker, Graves, JA, Dingess-Mann & Slater, PJB, 2006",2006,(SELECT scientific_name FROM families WHERE scientific_name = 'Troglodytidae')
"Stactolaema Marshall, CHT & Marshall, GFL, 1870",1870,(SELECT scientific_name FROM families WHERE scientific_name = 'Lybiidae')
"Calonectris Mathews & Iredale, 1915",1915,(SELECT scientific_name FROM families WHERE scientific_name = 'Procellariidae')
"Irediparra Mathews, 1911",1911,(SELECT scientific_name FROM families WHERE scientific_name = 'Jacanidae')
"Alisterus Mathews, 1911",1911,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Grantiella Mathews, 1911",1911,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Nesofregetta Mathews, 1912",1912,(SELECT scientific_name FROM families WHERE scientific_name = 'Oceanitidae')
"Northiella Mathews, 1912",1912,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Neopsephotus Mathews, 1912",1912,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Ramsayornis Mathews, 1912",1912,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Microptilotis Mathews, 1912",1912,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Ptilotula Mathews, 1912",1912,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Neosericornis Mathews, 1912",1912,(SELECT scientific_name FROM families WHERE scientific_name = 'Acanthizidae')
"Melloria Mathews, 1912",1912,(SELECT scientific_name FROM families WHERE scientific_name = 'Artamidae')
"Carterornis Mathews, 1912",1912,(SELECT scientific_name FROM families WHERE scientific_name = 'Monarchidae')
"Tregellasia Mathews, 1912",1912,(SELECT scientific_name FROM families WHERE scientific_name = 'Petroicidae')
"Quoyornis Mathews, 1912",1912,(SELECT scientific_name FROM families WHERE scientific_name = 'Petroicidae')
"Zanda Mathews, 1913",1913,(SELECT scientific_name FROM families WHERE scientific_name = 'Cacatuidae')
"Psephotellus Mathews, 1913",1913,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Nesoptilotis Mathews, 1913",1913,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Kempiella Mathews, 1913",1913,(SELECT scientific_name FROM families WHERE scientific_name = 'Petroicidae')
"Heteromunia Mathews, 1913",1913,(SELECT scientific_name FROM families WHERE scientific_name = 'Estrildidae')
"Elseyornis Mathews, 1914",1914,(SELECT scientific_name FROM families WHERE scientific_name = 'Charadriidae')
"Purnella Mathews, 1914",1914,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Parvipsitta Mathews, 1916",1916,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Zoonavena Mathews, 1918",1918,(SELECT scientific_name FROM families WHERE scientific_name = 'Apodidae')
"Telacanthura Mathews, 1918",1918,(SELECT scientific_name FROM families WHERE scientific_name = 'Apodidae')
"Neafrapus Mathews, 1918",1918,(SELECT scientific_name FROM families WHERE scientific_name = 'Apodidae')
"Gennaeodryas Mathews, 1920",1920,(SELECT scientific_name FROM families WHERE scientific_name = 'Petroicidae')
"Peneothello Mathews, 1920",1920,(SELECT scientific_name FROM families WHERE scientific_name = 'Petroicidae')
"Plesiodryas Mathews, 1920",1920,(SELECT scientific_name FROM families WHERE scientific_name = 'Petroicidae')
"Cormobates Mathews, 1922",1922,(SELECT scientific_name FROM families WHERE scientific_name = 'Climacteridae')
"Sugomel Mathews, 1922",1922,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Territornis Mathews, 1924",1924,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Devioeca Mathews, 1925",1925,(SELECT scientific_name FROM families WHERE scientific_name = 'Petroicidae')
"Hylocitrea Mathews, 1925",1925,(SELECT scientific_name FROM families WHERE scientific_name = 'Hylocitreidae')
"Magumma Mathews, 1925",1925,(SELECT scientific_name FROM families WHERE scientific_name = 'Fringillidae')
"Sipodotus Mathews, 1928",1928,(SELECT scientific_name FROM families WHERE scientific_name = 'Maluridae')
"Neolalage Mathews, 1928",1928,(SELECT scientific_name FROM families WHERE scientific_name = 'Monarchidae')
"Glycifohia Mathews, 1929",1929,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Meliphacator Mathews, 1930",1930,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Pseudobulweria Mathews, 1936",1936,(SELECT scientific_name FROM families WHERE scientific_name = 'Procellariidae')
"Eleoscytalopus Maurcio, Mata, Bornschein, Cadena, Alvarenga & Bonatto, 2008",2008,(SELECT scientific_name FROM families WHERE scientific_name = 'Rhinocryptidae')
"Uroglaux Mayr, 1937",1937,(SELECT scientific_name FROM families WHERE scientific_name = 'Strigidae')
"Leonardina Mearns, 1905",1905,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Malindangia Mearns, 1907",1907,(SELECT scientific_name FROM families WHERE scientific_name = 'Campephagidae')
"Eutrichomyias Meise, 1939",1939,(SELECT scientific_name FROM families WHERE scientific_name = 'Rhipiduridae')
"Stresemannia Meise, 1950",1950,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Ortalis Merrem, 1786",1786,(SELECT scientific_name FROM families WHERE scientific_name = 'Cracidae')
"Penelope Merrem, 1786",1786,(SELECT scientific_name FROM families WHERE scientific_name = 'Cracidae')
"Aethia Merrem, 1788",1788,(SELECT scientific_name FROM families WHERE scientific_name = 'Alcidae')
"Calidris Merrem, 1804",1804,(SELECT scientific_name FROM families WHERE scientific_name = 'Scolopacidae')
"Caracara Merrem, 1826",1826,(SELECT scientific_name FROM families WHERE scientific_name = 'Falconidae')
"Ochetorhynchus Meyen, 1834",1834,(SELECT scientific_name FROM families WHERE scientific_name = 'Furnariidae')
"Myza Meyer, AB & Wiglesworth, 1895",1895,(SELECT scientific_name FROM families WHERE scientific_name = 'Meliphagidae')
"Rhabdotorrhinus Meyer, AB & Wiglesworth, 1898",1898,(SELECT scientific_name FROM families WHERE scientific_name = 'Bucerotidae')
"Chaetorhynchus Meyer, AB, 1874",1874,(SELECT scientific_name FROM families WHERE scientific_name = 'Rhipiduridae')
"Pteridophora Meyer, AB, 1894",1894,(SELECT scientific_name FROM families WHERE scientific_name = 'Paradisaeidae')
"Aptenodytes Miller, JF, 1778",1778,(SELECT scientific_name FROM families WHERE scientific_name = 'Spheniscidae')
"Uropsalis Miller, W, 1915",1915,(SELECT scientific_name FROM families WHERE scientific_name = 'Caprimulgidae')
"Thamnornis Milne-Edwards & Grandidier, A, 1882",1882,(SELECT scientific_name FROM families WHERE scientific_name = 'Bernieridae')
"Humblotia Milne-Edwards & Oustalet, 1885",1885,(SELECT scientific_name FROM families WHERE scientific_name = 'Muscicapidae')
"Erythromachus Milne-Edwards, 1873",1873,(SELECT scientific_name FROM families WHERE scientific_name = 'Rallidae')
"Necropsittacus Milne-Edwards, 1873",1873,(SELECT scientific_name FROM families WHERE scientific_name = 'Psittaculidae')
"Megadyptes Milne-Edwards, 1880",1880,(SELECT scientific_name FROM families WHERE scientific_name = 'Spheniscidae')
"Phytotoma Molina, 1782",1782,(SELECT scientific_name FROM families WHERE scientific_name = 'Cotingidae')
"Zavattariornis Moltoni, 1938",1938,(SELECT scientific_name FROM families WHERE scientific_name = 'Corvidae')
"Rukia Momiyama, 1922",1922,(SELECT scientific_name FROM families WHERE scientific_name = 'Zosteropidae')
"Gulosus Montagu, 1813",1813,(SELECT scientific_name FROM families WHERE scientific_name = 'Phalacrocoracidae')
"Delichon Moore, F, 1854",1854,(SELECT scientific_name FROM families WHERE scientific_name = 'Hirundinidae')
"Tephrophilus Moore, RT, 1934",1934,(SELECT scientific_name FROM families WHERE scientific_name = 'Thraupidae')
"Talaphorus Mulsant & Verreaux, J, 1874",1874,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Myrmia Mulsant, 1876",1876,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
"Eulidia Mulsant, 1877",1877,(SELECT scientific_name FROM families WHERE scientific_name = 'Trochilidae')
