author_name
Ellis
Erlanger
Eversmann
Eydoux
Gervais
Frussac
Falla
Ferrari-Prez
Filhol
Finn
AB
Fitzpatrick
Forshaw
Franklin
Fraser
Frivaldszky
Frohawk
Fry
Gldenstdt
Gaban-Lima
"M, Raposo"
Hfling
Gadow
RP
Gebler
Georgi
Giebel
Giraud Jr
Gmelin
SG
Godwin-Austen
RS
Gonzales
Kennedy
GR
GR
"G, Grandidier"
"GR, Graves"
Weske
Grayson
Green
Arnold
Gurin-Mneville
Gundlach
Gunnerus
Gurney
JH Jr
JH Sr
Gyldenstolpe
Hablizl
Hachisuka
Hadden
Hahn
Kster
Hall
R
Harcourt
Hardwicke
Harington
Butler
Steinbacher
Harting
Hartwig
Hay
Heinroth
Hekstra
Seilern
Heuglin
Hilsenberg
Holandre
Holbll
Holdsworth
Holt
EG
Holyoak
Hombron
Jacquinot
Homeyer
"HFA, Ihering"
Ihering
HFA
Ijima
Isert
Jackson
FJ
Jacquin
Jameson
Jensen
"C, Knig"
Straneck
Kelaart
"L, Kelso"
Kelso
Kepler
Parkes
Kerr
Keulemans
King
PP
Kleinschmidt
Koenig
AF
Kollibay
Kuroda
Nm
Lnnberg
La Touche
Landbeck
Lavauden
Lawrence
Laxmann
"EL, Layard"
Layard
EL
Leadbeater
Lear
Lecroy
Leisler
Lembeye
Lencioni-Neto
Lepechin
AAH
Ljungh
Loche
Loddiges
Longmore
Longuemare
Lort Phillips
Mngaux
Mntris
PLS
"S, Mller"
BP
Macdonald
Madarsz
Mandelli
GFL
Martens
GH
"Eck, Martens"
"Sun, Pckert"
Massena
Souanc
McClelland
McCoy
McGregor
Meade-Waldo
Mees
Meinertzhagen
Meisner
Meuschen
Meyer de Schauensee
FAA
Middendorff
Mikan
Milligan
Miranda-Ribeiro
Montin
Moreau
Moseley
Mourer-Chauvir
Bour
Moutou
Ribes
Murphy
Nboux
Natterer
Neumann
Newman
TH
"E, Newton"
Nichols
Mowbray
Nitsch
Nordmann
Nores
Yzurieta
Nuttall
OReilly
Ogawa
HO
HO
Oken
Olphe-Galliard
Jouventin
Ord
Osburn
Otto
"TA, Parker"
Parrot
Parzudaki
Payraudeau
Peale
Pearson
Pelzeln
Perry
"WH, Phelps"
Phelps
WH Jr
Philippi
Phillips
AR
Phipps
Pinto
Poeppig
Pollen
Pontoppidan
Preleuthner
Purdie
Rackett
Radde
Raffles
Ramsay
EP
Rabor
Rappole
Renner
Shwe
Round
Rozendaal
Reich
N
Reischek
Richard
Bernard
Richardson
JT Jr
Rippon
Robinson
Roselaar
Rosenberg
HKB
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
Sabine
Salomonsen
Festa
Sandbach
Saunders
Savi
Say
Schalow
Weatherly
Schomburgk
Schouteden
Schulenberg
Binford
"WL, Sclater"
Seebohm
Serle
Seth-Smith
Sevastianov
C
Ussher
Wyatt
Short
Sick
Siebers
Siebold
Sjstedt
Snethlage
Snodgrass
Heller
Snow
Sparrman
Stanley
Steere
Stepanyan
Stoliczka
"JW, Sturm"
JHCF
Sturm
Styan
Suckow
Sushkin
Sutton
Svensson
Taka-Tsukasa
Yamashina
Carnevalli
Thayer
Thomson
Ticehurst
Tickell
JK
Traill
Tristram
Vahl
Valenciennes
van Bemmel
Van Someren
Vaurie
Terborgh
Verheyen
", Verreaux"
Vincent
von Jordans
Vorderman
Wagner
Wahlberg
Wallace
Wardlaw-Ramsay
RG
Weigold
White
HL
Whitehead
Wilkes
FE
Witherby
Wolf
Woodhouse
Timmins
Xntus
Mano
Yen
"J, lvarez A"
Adams
"PJ, Davidson"
Robson
Zhao J
Xu J
Dalvi
Guan Y
Kalyakin
Lei F
"Xia, Alstrm"
Dai B
Leader
Carey
Dong L
"PI, Holt"
Hung Le Manh
Song G
Liu Y
Zhang Y
duPont
Athreya
Avendao
Cuervo
Lpez-O
Gutirrez-Pinto
Corts-Diago
Baillon
"NE, Baker"
Peck
JC
Bannerman
JL
AD
Barton
Beavan
Beehler
"N, Prawiradilaga"
de Fretes
Kemp
Benkman
Penny
Beresford
Kiure
EJO
EJO
EJO
EJO
Leverkhn
Bernstein
Biswas
Blackwelder
Bolle
"J, Bond"
Pichorim
Bryan
Buturlin
Buzzetti
ICJ
Campbell
AJ
Carantn-Ayala
Certuche-Cubillos
Cardoso da Silva
Coelho
Carniero
"PS, Gonzaga"
Sampaio
"H, Schneider"
Carte
JD
EP
Castelnau
Chappuis
Reichenberger
ML
Isler
W
Silva
Cohn-Haft
Condon
Conover
Coopmans
Krabbe
Ortega
Mazariegos-Hurtado
Weller
Couch
Crossin
Ely
Renjifo
Salaman
Donegan
Ochoa
Dabbene
Davis
LI
"TJ, Davis"
Delegorgue
Di Giacomo
Kopuchian
Dillwyn
Domaniewski
CF
Evans
Poole
Setha
"Eve, Nguyen Cu"
Eisenmann
Lehmann
Elgood
Elwes
Souleyet
Frster
JFN
Fang
Aiwu
Favaloro
McEvey
AB
AB
Stotz
Willard
Davies
Forbes-Watson
"HO, Forbes"
Gn
Gentry
Goeldi
Carvalhaes
Hawkins
Domergue
Raherilalao
Block
Camargo
"TA, Graves"
Parker
Gunning
"JBC, Harris"
Yong
Prawiradilaga
Putra
"P, Harrison"
Sallaberry
Gaskin
"K, Baird"
Jaramillo
Metz
Pearman
OKeeffe
Dowdall
Enright
Fahy
Gilligan
Lillie
AJ
Harrisson
Heineken
Henry
Henshaw
Herzog
Kessler
Balderrama
Hilty
Ascanio
Whittaker
Thibault
F
Hosner
Boggess
Alviola
"LA, Snchez-Gonzlez"
Urriza
Valqui
Peterson
JA
Howe
Ross
Humphrey
Thompson
Imber
Tennyson
Indrawan
Somadikarta
Sunarto
Ingram
Irham
Ashari
Suparno
Trainor
"MY, Verbelen"
Haryoko
Shakya
"S, Mitchell"
Burner
Bocos
Eaton
Menner
OConnell
Kelly
Analuddin
Karya
Meads
Marples
"PR, Isler"
"AW, Johnson"
Millie
"NK, Johnson"
Jones
"RE, Johnstone"
Darnell
Junge
Knig
"A, Kemp"
Delport
"RS, Kennedy"
"TH, Fisher"
Harrap
Diesmos
Manamtam
Miranda
Schweizer
Copete
Koelz
Agro
Rice
Jacome
Navarrete
Sornoza-Molina
Quevedo
Rendahl
Lack
Lafontaine
Moulaert
Lambert
Aponte
"GH, Rosenberg"
Schmitt
Terrill
Servat
Lara
Valderrama
Caldern-Franco
Laubmann
Lentino
Restall
Levaillant
Li G
Lister
de Vasconcelos
Louette
RJ
Mahood
John
Chamnan
Nielsen
Maijer
Manuel
Marie
Mellor
Melo
Freitas
Verbelen
da Costa
Pereira
Correia
de Lima
Crottini
B
Michahelles
Mil
Thbaud
A
Moncrieff
"O, Johnson"
Beck
Angulo
Fagan
WL
Morgan
Morrison
Motley
Harper
Navarro
Escalante
Benitez
NSR
"EYX, Prawiradilaga"
Nicholson
GR
Naka
Capparella
Fox Joo
Munn
Franke
HO
HO
Oliver
Olrog
Olsen
Wink
Sauer-Grth
Trost
Reveal
Wingate
G
Pakenham
Palmn
Payne
"JL, Peters"
Loveridge
"WH, WH Jr"
Phelps
Pleske
Portenko
Porter
Potts
Baveja
"NSR, Ashari"
Gwee
Prigogine
"RC, Pyle"
Welch
Hutchinson
Jakosalem
Paguntalan
Reinhardt
Repenning
Fontana
"Ng, Suparno"
"MY, Ashari"
"Wu, Suparno"
Rickett
Ridgely
SNG
Howell
Tobias
"CJR, Robertson"
Warham
Rodrigues
Michels
"KV, Rosenberg"
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
EJO
"JP, Roux"
Mougin
Stahl
Weimerskirch
"Orr, Rowley"
Royle
Rudebeck
Rumboll
Ruschi
"Ash, Safford"
Telfer
Zewdie
Mulligan
DG
"BF, King"
Sassi
Saucier
Milensky
Caraballo-Ortiz
"DP, Ragai"
Dahlan
Edwards
Schiebel
IJ
TA
MD
Williams
"AJ, Spencer"
Schulz
Scott
WED
Seeholzer
Winger
Cceres A
Weckstein
Sganzin
"Lim, Shakya"
Rahman
Lakim
Shirihai
Freile
"J, Nilsson"
Bonaccorso
Stager
"O, Laverde-R"
Stonor
Streets
Degner
"JM, Bates"
Palma
"BJ, Robertson"
Worthy
Gill
Thonglongya
K
Trca
rard
Trimen
Trudeau
Tytler
Vielliard
Voelker
Gnoske
Wrttemberg
EL
Warakagoda
Webb
Berthelot
Moquin-Tandon
Whitaker
J
lvarez A
J
Schunck
Aristizbal
"MA, Piacentini"
"Rgo, Cohn-Haft"
Oren
Piacentini
"MA, de Sousa"
"Rgo, Silveira"
"MA, Schunck"
"BT, Smith"
Willis
Oniki
Young
"C, Braun"
Oyler-McCance
Hupp
Quinn
Zedlitz
"JT, Zimmer"
"KJ, Zimmer"
Sardelli
Guilherme
Zotta
Gavio
